"r","f(r)","w(r)","a","f(a)","w(a)","b","f(b)","w(b)","c","f(c)","w(c)"
1009470,"2*3*5*7*11*19*23",7,23,"23^1",1,1440,"2^5*3^2*5^1",3,1463,"7^1*11^1*19^1",3
1009470,"2*3*5*7*11*19*23",7,23,"23^1",1,7425,"3^3*5^2*11^1",3,7448,"2^3*7^2*19^1",3
1009470,"2*3*5*7*11*19*23",7,23,"23^1",1,7600,"2^4*5^2*19^1",3,7623,"3^2*7^1*11^2",3
1009470,"2*3*5*7*11*19*23",7,25,"5^2",1,437,"19^1*23^1",2,462,"2^1*3^1*7^1*11^1",4
1009470,"2*3*5*7*11*19*23",7,25,"5^2",1,192027,"3^1*11^2*23^2",3,192052,"2^2*7^1*19^3",3
1009470,"2*3*5*7*11*19*23",7,33,"3^1*11^1",2,1715,"5^1*7^3",2,1748,"2^2*19^1*23^1",3
1009470,"2*3*5*7*11*19*23",7,44,"2^2*11^1",2,621,"3^3*23^1",2,665,"5^1*7^1*19^1",3
1009470,"2*3*5*7*11*19*23",7,45,"3^2*5^1",2,2254,"2^1*7^2*23^1",3,2299,"11^2*19^1",2
1009470,"2*3*5*7*11*19*23",7,49,"7^2",1,825,"3^1*5^2*11^1",3,874,"2^1*19^1*23^1",3
1009470,"2*3*5*7*11*19*23",7,54,"2^1*3^3",2,3971,"11^1*19^2",2,4025,"5^2*7^1*23^1",3
1009470,"2*3*5*7*11*19*23",7,55,"5^1*11^1",2,3648,"2^6*3^1*19^1",3,3703,"7^1*23^2",2
1009470,"2*3*5*7*11*19*23",7,63,"3^2*7^1",2,190,"2^1*5^1*19^1",3,253,"11^1*23^1",2
1009470,"2*3*5*7*11*19*23",7,63,"3^2*7^1",2,33212,"2^2*19^2*23^1",3,33275,"5^2*11^3",2
1009470,"2*3*5*7*11*19*23",7,66,"2^1*3^1*11^1",3,95,"5^1*19^1",2,161,"7^1*23^1",2
1009470,"2*3*5*7*11*19*23",7,66,"2^1*3^1*11^1",3,3059,"7^1*19^1*23^1",3,3125,"5^5",1
1009470,"2*3*5*7*11*19*23",7,69,"3^1*23^1",2,140,"2^2*5^1*7^1",3,209,"11^1*19^1",2
1009470,"2*3*5*7*11*19*23",7,69,"3^1*23^1",2,43681,"11^2*19^2",2,43750,"2^1*5^5*7^1",3
1009470,"2*3*5*7*11*19*23",7,69,"3^1*23^1",2,1433531,"11^1*19^4",2,1433600,"2^13*5^2*7^1",3
1009470,"2*3*5*7*11*19*23",7,77,"7^1*11^1",2,360,"2^3*3^2*5^1",3,437,"19^1*23^1",2
1009470,"2*3*5*7*11*19*23",7,77,"7^1*11^1",2,475,"5^2*19^1",2,552,"2^3*3^1*23^1",3
1009470,"2*3*5*7*11*19*23",7,88,"2^3*11^1",2,437,"19^1*23^1",2,525,"3^1*5^2*7^1",3
1009470,"2*3*5*7*11*19*23",7,92,"2^2*23^1",2,11913,"3^1*11^1*19^2",3,12005,"5^1*7^4",2
1009470,"2*3*5*7*11*19*23",7,95,"5^1*19^1",2,2688,"2^7*3^1*7^1",3,2783,"11^2*23^1",2
1009470,"2*3*5*7*11*19*23",7,98,"2^1*7^2",2,2277,"3^2*11^1*23^1",3,2375,"5^3*19^1",2
1009470,"2*3*5*7*11*19*23",7,105,"3^1*5^1*7^1",3,2783,"11^2*23^1",2,2888,"2^3*19^2",2
1009470,"2*3*5*7*11*19*23",7,114,"2^1*3^1*19^1",3,161,"7^1*23^1",2,275,"5^2*11^1",2
1009470,"2*3*5*7*11*19*23",7,120,"2^3*3^1*5^1",3,133,"7^1*19^1",2,253,"11^1*23^1",2
1009470,"2*3*5*7*11*19*23",7,121,"11^2",1,684,"2^2*3^2*19^1",3,805,"5^1*7^1*23^1",3
1009470,"2*3*5*7*11*19*23",7,121,"11^2",1,1995,"3^1*5^1*7^1*19^1",4,2116,"2^2*23^2",2
1009470,"2*3*5*7*11*19*23",7,121,"11^2",1,5054,"2^1*7^1*19^2",3,5175,"3^2*5^2*23^1",3
1009470,"2*3*5*7*11*19*23",7,133,"7^1*19^1",2,230,"2^1*5^1*23^1",3,363,"3^1*11^2",2
1009470,"2*3*5*7*11*19*23",7,133,"7^1*19^1",2,1242,"2^1*3^3*23^1",3,1375,"5^3*11^1",2
1009470,"2*3*5*7*11*19*23",7,138,"2^1*3^1*23^1",3,6517,"7^3*19^1",2,6655,"5^1*11^3",2
1009470,"2*3*5*7*11*19*23",7,140,"2^2*5^1*7^1",3,297,"3^3*11^1",2,437,"19^1*23^1",2
1009470,"2*3*5*7*11*19*23",7,160,"2^5*5^1",2,3773,"7^3*11^1",2,3933,"3^2*19^1*23^1",3
1009470,"2*3*5*7*11*19*23",7,161,"7^1*23^1",2,675,"3^3*5^2",2,836,"2^2*11^1*19^1",3
1009470,"2*3*5*7*11*19*23",7,168,"2^3*3^1*7^1",3,437,"19^1*23^1",2,605,"5^1*11^2",2
1009470,"2*3*5*7*11*19*23",7,171,"3^2*19^1",2,1600,"2^6*5^2",2,1771,"7^1*11^1*23^1",3
1009470,"2*3*5*7*11*19*23",7,176,"2^4*11^1",2,399,"3^1*7^1*19^1",3,575,"5^2*23^1",2
1009470,"2*3*5*7*11*19*23",7,192,"2^6*3^1",2,6325,"5^2*11^1*23^1",3,6517,"7^3*19^1",2
1009470,"2*3*5*7*11*19*23",7,209,"11^1*19^1",2,736,"2^5*23^1",2,945,"3^3*5^1*7^1",3
1009470,"2*3*5*7*11*19*23",7,209,"11^1*19^1",2,7680,"2^9*3^1*5^1",3,7889,"7^3*23^1",2
1009470,"2*3*5*7*11*19*23",7,216,"2^3*3^3",2,2100659,"11^1*19^2*23^2",3,2100875,"5^3*7^5",2
1009470,"2*3*5*7*11*19*23",7,225,"3^2*5^2",2,6859,"19^3",1,7084,"2^2*7^1*11^1*23^1",4
1009470,"2*3*5*7*11*19*23",7,231,"3^1*7^1*11^1",3,529,"23^2",1,760,"2^3*5^1*19^1",3
1009470,"2*3*5*7*11*19*23",7,243,"3^5",1,1045,"5^1*11^1*19^1",3,1288,"2^3*7^1*23^1",3
1009470,"2*3*5*7*11*19*23",7,245,"5^1*7^2",2,3726,"2^1*3^4*23^1",3,3971,"11^1*19^2",2
1009470,"2*3*5*7*11*19*23",7,245,"5^1*7^2",2,5643,"3^3*11^1*19^1",3,5888,"2^8*23^1",2
1009470,"2*3*5*7*11*19*23",7,250,"2^1*5^3",2,2277,"3^2*11^1*23^1",3,2527,"7^1*19^2",2
1009470,"2*3*5*7*11*19*23",7,253,"11^1*23^1",2,1805,"5^1*19^2",2,2058,"2^1*3^1*7^3",3
1009470,"2*3*5*7*11*19*23",7,253,"11^1*23^1",2,1875,"3^1*5^4",2,2128,"2^4*7^1*19^1",3
1009470,"2*3*5*7*11*19*23",7,253,"11^1*23^1",2,3072,"2^10*3^1",2,3325,"5^2*7^1*19^1",3
1009470,"2*3*5*7*11*19*23",7,253,"11^1*23^1",2,11907,"3^5*7^2",2,12160,"2^7*5^1*19^1",3
1009470,"2*3*5*7*11*19*23",7,253,"11^1*23^1",2,54872,"2^3*19^3",2,55125,"3^2*5^3*7^2",3
1009470,"2*3*5*7*11*19*23",7,275,"5^2*11^1",2,1197,"3^2*7^1*19^1",3,1472,"2^6*23^1",2
1009470,"2*3*5*7*11*19*23",7,275,"5^2*11^1",2,1587,"3^1*23^2",2,1862,"2^1*7^2*19^1",3
1009470,"2*3*5*7*11*19*23",7,297,"3^3*11^1",2,368,"2^4*23^1",2,665,"5^1*7^1*19^1",3
1009470,"2*3*5*7*11*19*23",7,343,"7^3",1,57132,"2^2*3^3*23^2",3,57475,"5^2*11^2*19^1",3
1009470,"2*3*5*7*11*19*23",7,352,"2^5*11^1",2,231173,"19^1*23^3",2,231525,"3^3*5^2*7^3",3
1009470,"2*3*5*7*11*19*23",7,361,"19^2",1,605,"5^1*11^2",2,966,"2^1*3^1*7^1*23^1",4
1009470,"2*3*5*7*11*19*23",7,361,"19^2",1,759,"3^1*11^1*23^1",3,1120,"2^5*5^1*7^1",3
1009470,"2*3*5*7*11*19*23",7,361,"19^2",1,7889,"7^3*23^1",2,8250,"2^1*3^1*5^3*11^1",4
1009470,"2*3*5*7*11*19*23",7,361,"19^2",1,8855,"5^1*7^1*11^1*23^1",4,9216,"2^10*3^2",2
1009470,"2*3*5*7*11*19*23",7,385,"5^1*7^1*11^1",3,4232,"2^3*23^2",2,4617,"3^5*19^1",2
1009470,"2*3*5*7*11*19*23",7,400,"2^4*5^2",2,1463,"7^1*11^1*19^1",3,1863,"3^4*23^1",2
1009470,"2*3*5*7*11*19*23",7,405,"3^4*5^1",2,1058,"2^1*23^2",2,1463,"7^1*11^1*19^1",3
1009470,"2*3*5*7*11*19*23",7,432,"2^4*3^3",2,4375,"5^4*7^1",2,4807,"11^1*19^1*23^1",3
1009470,"2*3*5*7*11*19*23",7,437,"19^1*23^1",2,1323,"3^3*7^2",2,1760,"2^5*5^1*11^1",3
1009470,"2*3*5*7*11*19*23",7,475,"5^2*19^1",2,1296,"2^4*3^4",2,1771,"7^1*11^1*23^1",3
1009470,"2*3*5*7*11*19*23",7,475,"5^2*19^1",2,3872,"2^5*11^2",2,4347,"3^3*7^1*23^1",3
1009470,"2*3*5*7*11*19*23",7,484,"2^2*11^2",2,1701,"3^5*7^1",2,2185,"5^1*19^1*23^1",3
1009470,"2*3*5*7*11*19*23",7,500,"2^2*5^3",2,627,"3^1*11^1*19^1",3,1127,"7^2*23^1",2
1009470,"2*3*5*7*11*19*23",7,513,"3^3*19^1",2,2875,"5^3*23^1",2,3388,"2^2*7^1*11^2",3
1009470,"2*3*5*7*11*19*23",7,529,"23^2",1,2166,"2^1*3^1*19^2",3,2695,"5^1*7^2*11^1",3
1009470,"2*3*5*7*11*19*23",7,529,"23^2",1,30096,"2^4*3^2*11^1*19^1",4,30625,"5^4*7^2",2
1009470,"2*3*5*7*11*19*23",7,529,"23^2",1,58520,"2^3*5^1*7^1*11^1*19^1",5,59049,"3^10",1
1009470,"2*3*5*7*11*19*23",7,575,"5^2*23^1",2,15309,"3^7*7^1",2,15884,"2^2*11^1*19^2",3
1009470,"2*3*5*7*11*19*23",7,621,"3^3*23^1",2,8575,"5^2*7^3",2,9196,"2^2*11^2*19^1",3
1009470,"2*3*5*7*11*19*23",7,672,"2^5*3^1*7^1",3,11495,"5^1*11^2*19^1",3,12167,"23^3",1
1009470,"2*3*5*7*11*19*23",7,729,"3^6",1,10051,"19^1*23^2",2,10780,"2^2*5^1*7^2*11^1",4
1009470,"2*3*5*7*11*19*23",7,736,"2^5*23^1",2,1805,"5^1*19^2",2,2541,"3^1*7^1*11^2",3
1009470,"2*3*5*7*11*19*23",7,874,"2^1*19^1*23^1",3,1331,"11^3",1,2205,"3^2*5^1*7^2",3
1009470,"2*3*5*7*11*19*23",7,875,"5^3*7^1",2,2299,"11^2*19^1",2,3174,"2^1*3^1*23^2",3
1009470,"2*3*5*7*11*19*23",7,931,"7^2*19^1",2,5819,"11^1*23^2",2,6750,"2^1*3^3*5^3",3
1009470,"2*3*5*7*11*19*23",7,968,"2^3*11^2",2,33327,"3^2*7^1*23^2",3,34295,"5^1*19^3",2
1009470,"2*3*5*7*11*19*23",7,1000,"2^3*5^3",2,12167,"23^3",1,13167,"3^2*7^1*11^1*19^1",4
1009470,"2*3*5*7*11*19*23",7,1089,"3^2*11^2",2,15295,"5^1*7^1*19^1*23^1",4,16384,"2^14",1
1009470,"2*3*5*7*11*19*23",7,1100,"2^2*5^2*11^1",3,7203,"3^1*7^4",2,8303,"19^2*23^1",2
1009470,"2*3*5*7*11*19*23",7,1127,"7^2*23^1",2,2673,"3^5*11^1",2,3800,"2^3*5^2*19^1",3
1009470,"2*3*5*7*11*19*23",7,1127,"7^2*23^1",2,10368,"2^7*3^4",2,11495,"5^1*11^2*19^1",3
1009470,"2*3*5*7*11*19*23",7,1225,"5^2*7^2",2,2024,"2^3*11^1*23^1",3,3249,"3^2*19^2",2
1009470,"2*3*5*7*11*19*23",7,1444,"2^2*19^2",2,320045,"5^1*11^2*23^2",3,321489,"3^8*7^2",2
1009470,"2*3*5*7*11*19*23",7,1485,"3^3*5^1*11^1",3,45619,"7^4*19^1",2,47104,"2^11*23^1",2
1009470,"2*3*5*7*11*19*23",7,1715,"5^1*7^3",2,4104,"2^3*3^3*19^1",3,5819,"11^1*23^2",2
1009470,"2*3*5*7*11*19*23",7,1748,"2^2*19^1*23^1",3,2025,"3^4*5^2",2,3773,"7^3*11^1",2
1009470,"2*3*5*7*11*19*23",7,2178,"2^1*3^2*11^2",3,6125,"5^3*7^2",2,8303,"19^2*23^1",2
1009470,"2*3*5*7*11*19*23",7,2187,"3^7",1,6325,"5^2*11^1*23^1",3,8512,"2^6*7^1*19^1",3
1009470,"2*3*5*7*11*19*23",7,2187,"3^7",1,425845,"5^1*7^1*23^3",3,428032,"2^11*11^1*19^1",3
1009470,"2*3*5*7*11*19*23",7,2277,"3^2*11^1*23^1",3,9728,"2^9*19^1",2,12005,"5^1*7^4",2
1009470,"2*3*5*7*11*19*23",7,2375,"5^3*19^1",2,14553,"3^3*7^2*11^1",3,16928,"2^5*23^2",2
1009470,"2*3*5*7*11*19*23",7,2527,"7^1*19^2",2,3105,"3^3*5^1*23^1",3,5632,"2^9*11^1",2
1009470,"2*3*5*7*11*19*23",7,2560,"2^9*5^1",2,5819,"11^1*23^2",2,8379,"3^2*7^2*19^1",3
1009470,"2*3*5*7*11*19*23",7,2565,"3^3*5^1*19^1",3,5324,"2^2*11^3",2,7889,"7^3*23^1",2
1009470,"2*3*5*7*11*19*23",7,2850,"2^1*3^1*5^2*19^1",4,9317,"7^1*11^3",2,12167,"23^3",1
1009470,"2*3*5*7*11*19*23",7,3040,"2^5*5^1*19^1",3,85169,"7^1*23^3",2,88209,"3^6*11^2",2
1009470,"2*3*5*7*11*19*23",7,3375,"3^3*5^3",2,4928,"2^6*7^1*11^1",3,8303,"19^2*23^1",2
1009470,"2*3*5*7*11*19*23",7,3680,"2^5*5^1*23^1",3,6561,"3^8",1,10241,"7^2*11^1*19^1",3
1009470,"2*3*5*7*11*19*23",7,3680,"2^5*5^1*23^1",3,21609,"3^2*7^4",2,25289,"11^3*19^1",2
1009470,"2*3*5*7*11*19*23",7,3703,"7^1*23^2",2,46875,"3^1*5^6",2,50578,"2^1*11^3*19^1",3
1009470,"2*3*5*7*11*19*23",7,3969,"3^4*7^2",2,1433531,"11^1*19^4",2,1437500,"2^2*5^6*23^1",3
1009470,"2*3*5*7*11*19*23",7,3971,"11^1*19^2",2,5290,"2^1*5^1*23^2",3,9261,"3^3*7^3",2
1009470,"2*3*5*7*11*19*23",7,4025,"5^2*7^1*23^1",3,5776,"2^4*19^2",2,9801,"3^4*11^2",2
1009470,"2*3*5*7*11*19*23",7,4125,"3^1*5^3*11^1",3,231173,"19^1*23^3",2,235298,"2^1*7^6",2
1009470,"2*3*5*7*11*19*23",7,4598,"2^1*11^2*19^1",3,50625,"3^4*5^4",2,55223,"7^4*23^1",2
1009470,"2*3*5*7*11*19*23",7,4761,"3^2*23^2",2,4864,"2^8*19^1",2,9625,"5^3*7^1*11^1",3
1009470,"2*3*5*7*11*19*23",7,4807,"11^1*19^1*23^1",3,12000,"2^5*3^1*5^3",3,16807,"7^5",1
1009470,"2*3*5*7*11*19*23",7,5589,"3^5*23^1",2,12100,"2^2*5^2*11^2",3,17689,"7^2*19^2",2
1009470,"2*3*5*7*11*19*23",7,5929,"7^2*11^2",2,7296,"2^7*3^1*19^1",3,13225,"5^2*23^2",2
1009470,"2*3*5*7*11*19*23",7,6250,"2^1*5^5",2,8303,"19^2*23^1",2,14553,"3^3*7^2*11^1",3
1009470,"2*3*5*7*11*19*23",7,6517,"7^3*19^1",2,9108,"2^2*3^2*11^1*23^1",4,15625,"5^6",1
1009470,"2*3*5*7*11*19*23",7,6859,"19^3",1,7056,"2^4*3^2*7^2",3,13915,"5^1*11^2*23^1",3
1009470,"2*3*5*7*11*19*23",7,6859,"19^3",1,36800,"2^6*5^2*23^1",3,43659,"3^4*7^2*11^1",3
1009470,"2*3*5*7*11*19*23",7,7203,"3^1*7^4",2,73205,"5^1*11^4",2,80408,"2^3*19^1*23^2",3
1009470,"2*3*5*7*11*19*23",7,8624,"2^4*7^2*11^1",3,36501,"3^1*23^3",2,45125,"5^3*19^2",2
1009470,"2*3*5*7*11*19*23",7,9025,"5^2*19^2",2,16896,"2^9*3^1*11^1",3,25921,"7^2*23^2",2
1009470,"2*3*5*7*11*19*23",7,9025,"5^2*19^2",2,250047,"3^6*7^3",2,259072,"2^10*11^1*23^1",3
1009470,"2*3*5*7*11*19*23",7,9720,"2^3*3^5*5^1",3,75449,"11^1*19^3",2,85169,"7^1*23^3",2
1009470,"2*3*5*7*11*19*23",7,10108,"2^2*7^1*19^2",3,12167,"23^3",1,22275,"3^4*5^2*11^1",3
1009470,"2*3*5*7*11*19*23",7,13122,"2^1*3^8",2,41503,"7^3*11^2",2,54625,"5^3*19^1*23^1",3
1009470,"2*3*5*7*11*19*23",7,14641,"11^4",1,774144,"2^12*3^3*7^1",3,788785,"5^1*19^3*23^1",3
1009470,"2*3*5*7*11*19*23",7,17457,"3^1*11^1*23^2",3,59375,"5^5*19^1",2,76832,"2^5*7^4",2
1009470,"2*3*5*7*11*19*23",7,23552,"2^10*23^1",2,216513,"3^9*11^1",2,240065,"5^1*7^1*19^3",3
1009470,"2*3*5*7*11*19*23",7,32768,"2^15",1,70357,"7^1*19^1*23^2",3,103125,"3^1*5^5*11^1",3
1009470,"2*3*5*7*11*19*23",7,35937,"3^3*11^3",2,778688,"2^6*23^3",2,814625,"5^3*7^3*19^1",3
1009470,"2*3*5*7*11*19*23",7,50301,"3^7*23^1",2,65219,"7^2*11^3",2,115520,"2^6*5^1*19^2",3
1009470,"2*3*5*7*11*19*23",7,86184,"2^3*3^4*7^1*19^1",4,279841,"23^4",1,366025,"5^2*11^4",2
1009470,"2*3*5*7*11*19*23",7,117649,"7^6",1,819375,"3^1*5^4*19^1*23^1",4,937024,"2^6*11^4",2
1009470,"2*3*5*7*11*19*23",7,130321,"19^4",1,4067294,"2^1*7^5*11^2",3,4197615,"3^1*5^1*23^4",3
1009470,"2*3*5*7*11*19*23",7,157757,"19^3*23^1",2,170368,"2^7*11^3",2,328125,"3^1*5^6*7^1",3
1009470,"2*3*5*7*11*19*23",7,181447,"7^3*23^2",2,314928,"2^4*3^9",2,496375,"5^3*11^1*19^2",3
1009470,"2*3*5*7*11*19*23",7,181447,"7^3*23^2",2,623808,"2^6*3^3*19^2",3,805255,"5^1*11^5",2
1009470,"2*3*5*7*11*19*23",7,390625,"5^8",1,1328096,"2^5*7^3*11^2",3,1718721,"3^2*19^2*23^2",3
1030370,"2*5*11*17*19*29",6,319,"11^1*29^1",2,361,"19^2",1,680,"2^3*5^1*17^1",3
1030370,"2*5*11*17*19*29",6,323,"17^1*19^1",2,605,"5^1*11^2",2,928,"2^5*29^1",2
1030370,"2*5*11*17*19*29",6,475,"5^2*19^1",2,493,"17^1*29^1",2,968,"2^3*11^2",2
1030370,"2*5*11*17*19*29",6,551,"19^1*29^1",2,605,"5^1*11^2",2,1156,"2^2*17^2",2
1030370,"2*5*11*17*19*29",6,841,"29^2",1,11875,"5^4*19^1",2,12716,"2^2*11^1*17^2",3
1030370,"2*5*11*17*19*29",6,3179,"11^1*17^2",2,12800,"2^9*5^2",2,15979,"19^1*29^2",2
1067430,"2*3*5*7*13*17*23",7,1,"",0,11270,"2^1*5^1*7^2*23^1",4,11271,"3^1*13^1*17^2",3
1067430,"2*3*5*7*13*17*23",7,1,"",0,152880,"2^4*3^1*5^1*7^2*13^1",5,152881,"17^2*23^2",2
1067430,"2*3*5*7*13*17*23",7,3,"3^1",1,595,"5^1*7^1*17^1",3,598,"2^1*13^1*23^1",3
1067430,"2*3*5*7*13*17*23",7,4,"2^2",1,13685,"5^1*7^1*17^1*23^1",4,13689,"3^4*13^2",2
1067430,"2*3*5*7*13*17*23",7,6,"2^1*3^1",2,34385,"5^1*13^1*23^2",3,34391,"7^1*17^3",2
1067430,"2*3*5*7*13*17*23",7,7,"7^1",1,2645,"5^1*23^2",2,2652,"2^2*3^1*13^1*17^1",4
1067430,"2*3*5*7*13*17*23",7,9,"3^2",1,27200,"2^6*5^2*17^1",3,27209,"7^1*13^2*23^1",3
1067430,"2*3*5*7*13*17*23",7,10,"2^1*5^1",2,1173,"3^1*17^1*23^1",3,1183,"7^1*13^2",2
1067430,"2*3*5*7*13*17*23",7,13,"13^1",1,1275,"3^1*5^2*17^1",3,1288,"2^3*7^1*23^1",3
1067430,"2*3*5*7*13*17*23",7,13,"13^1",1,10935,"3^7*5^1",2,10948,"2^2*7^1*17^1*23^1",4
1067430,"2*3*5*7*13*17*23",7,17,"17^1",1,1495,"5^1*13^1*23^1",3,1512,"2^3*3^3*7^1",3
1067430,"2*3*5*7*13*17*23",7,17,"17^1",1,5733,"3^2*7^2*13^1",3,5750,"2^1*5^3*23^1",3
1067430,"2*3*5*7*13*17*23",7,17,"17^1",1,15778,"2^1*7^3*23^1",3,15795,"3^5*5^1*13^1",3
1067430,"2*3*5*7*13*17*23",7,17,"17^1",1,34983,"3^2*13^2*23^1",3,35000,"2^3*5^4*7^1",3
1067430,"2*3*5*7*13*17*23",7,17,"17^1",1,46575,"3^4*5^2*23^1",3,46592,"2^9*7^1*13^1",3
1067430,"2*3*5*7*13*17*23",7,20,"2^2*5^1",2,5083,"13^1*17^1*23^1",3,5103,"3^6*7^1",2
1067430,"2*3*5*7*13*17*23",7,23,"23^1",1,952,"2^3*7^1*17^1",3,975,"3^1*5^2*13^1",3
1067430,"2*3*5*7*13*17*23",7,23,"23^1",1,3757,"13^1*17^2",2,3780,"2^2*3^3*5^1*7^1",4
1067430,"2*3*5*7*13*17*23",7,25,"5^2",1,2873,"13^2*17^1",2,2898,"2^1*3^2*7^1*23^1",4
1067430,"2*3*5*7*13*17*23",7,25,"5^2",1,86411,"13^1*17^2*23^1",3,86436,"2^2*3^2*7^4",3
1067430,"2*3*5*7*13*17*23",7,26,"2^1*13^1",2,595,"5^1*7^1*17^1",3,621,"3^3*23^1",2
1067430,"2*3*5*7*13*17*23",7,27,"3^3",1,55223,"7^4*23^1",2,55250,"2^1*5^3*13^1*17^1",4
1067430,"2*3*5*7*13*17*23",7,34,"2^1*17^1",2,161,"7^1*23^1",2,195,"3^1*5^1*13^1",3
1067430,"2*3*5*7*13*17*23",7,40,"2^3*5^1",2,1547,"7^1*13^1*17^1",3,1587,"3^1*23^2",2
1067430,"2*3*5*7*13*17*23",7,49,"7^2",1,7176,"2^3*3^1*13^1*23^1",4,7225,"5^2*17^2",2
1067430,"2*3*5*7*13*17*23",7,51,"3^1*17^1",2,299,"13^1*23^1",2,350,"2^1*5^2*7^1",3
1067430,"2*3*5*7*13*17*23",7,52,"2^2*13^1",2,1173,"3^1*17^1*23^1",3,1225,"5^2*7^2",2
1067430,"2*3*5*7*13*17*23",7,60,"2^2*3^1*5^1",3,161,"7^1*23^1",2,221,"13^1*17^1",2
1067430,"2*3*5*7*13*17*23",7,63,"3^2*7^1",2,782,"2^1*17^1*23^1",3,845,"5^1*13^2",2
1067430,"2*3*5*7*13*17*23",7,65,"5^1*13^1",2,3519,"3^2*17^1*23^1",3,3584,"2^9*7^1",2
1067430,"2*3*5*7*13*17*23",7,68,"2^2*17^1",2,2025,"3^4*5^2",2,2093,"7^1*13^1*23^1",3
1067430,"2*3*5*7*13*17*23",7,75,"3^1*5^2",2,1472,"2^6*23^1",2,1547,"7^1*13^1*17^1",3
1067430,"2*3*5*7*13*17*23",7,75,"3^1*5^2",2,8918,"2^1*7^3*13^1",3,8993,"17^1*23^2",2
1067430,"2*3*5*7*13*17*23",7,85,"5^1*17^1",2,552,"2^3*3^1*23^1",3,637,"7^2*13^1",2
1067430,"2*3*5*7*13*17*23",7,91,"7^1*13^1",2,300,"2^2*3^1*5^2",3,391,"17^1*23^1",2
1067430,"2*3*5*7*13*17*23",7,92,"2^2*23^1",2,1183,"7^1*13^2",2,1275,"3^1*5^2*17^1",3
1067430,"2*3*5*7*13*17*23",7,115,"5^1*23^1",2,119,"7^1*17^1",2,234,"2^1*3^2*13^1",3
1067430,"2*3*5*7*13*17*23",7,115,"5^1*23^1",2,221,"13^1*17^1",2,336,"2^4*3^1*7^1",3
1067430,"2*3*5*7*13*17*23",7,115,"5^1*23^1",2,3213,"3^3*7^1*17^1",3,3328,"2^8*13^1",2
1067430,"2*3*5*7*13*17*23",7,119,"7^1*17^1",2,180,"2^2*3^2*5^1",3,299,"13^1*23^1",2
1067430,"2*3*5*7*13*17*23",7,125,"5^3",1,1071,"3^2*7^1*17^1",3,1196,"2^2*13^1*23^1",3
1067430,"2*3*5*7*13*17*23",7,125,"5^3",1,97336,"2^3*23^3",2,97461,"3^2*7^2*13^1*17^1",4
1067430,"2*3*5*7*13*17*23",7,126,"2^1*3^2*7^1",3,299,"13^1*23^1",2,425,"5^2*17^1",2
1067430,"2*3*5*7*13*17*23",7,147,"3^1*7^2",2,6500,"2^2*5^3*13^1",3,6647,"17^2*23^1",2
1067430,"2*3*5*7*13*17*23",7,153,"3^2*17^1",2,575,"5^2*23^1",2,728,"2^3*7^1*13^1",3
1067430,"2*3*5*7*13*17*23",7,161,"7^1*23^1",2,255,"3^1*5^1*17^1",3,416,"2^5*13^1",2
1067430,"2*3*5*7*13*17*23",7,161,"7^1*23^1",2,1360,"2^4*5^1*17^1",3,1521,"3^2*13^2",2
1067430,"2*3*5*7*13*17*23",7,161,"7^1*23^1",2,3375,"3^3*5^3",2,3536,"2^4*13^1*17^1",3
1067430,"2*3*5*7*13*17*23",7,169,"13^2",1,13125,"3^1*5^4*7^1",3,13294,"2^1*17^2*23^1",3
1067430,"2*3*5*7*13*17*23",7,184,"2^3*23^1",2,2975,"5^2*7^1*17^1",3,3159,"3^5*13^1",2
1067430,"2*3*5*7*13*17*23",7,195,"3^1*5^1*13^1",3,196,"2^2*7^2",2,391,"17^1*23^1",2
1067430,"2*3*5*7*13*17*23",7,196,"2^2*7^2",2,37179,"3^7*17^1",2,37375,"5^3*13^1*23^1",3
1067430,"2*3*5*7*13*17*23",7,207,"3^2*23^1",2,833,"7^2*17^1",2,1040,"2^4*5^1*13^1",3
1067430,"2*3*5*7*13*17*23",7,207,"3^2*23^1",2,122825,"5^2*17^3",2,123032,"2^3*7^1*13^3",3
1067430,"2*3*5*7*13*17*23",7,230,"2^1*5^1*23^1",3,637,"7^2*13^1",2,867,"3^1*17^2",2
1067430,"2*3*5*7*13*17*23",7,238,"2^1*7^1*17^1",3,1625,"5^3*13^1",2,1863,"3^4*23^1",2
1067430,"2*3*5*7*13*17*23",7,255,"3^1*5^1*17^1",3,343,"7^3",1,598,"2^1*13^1*23^1",3
1067430,"2*3*5*7*13*17*23",7,260,"2^2*5^1*13^1",3,867,"3^1*17^2",2,1127,"7^2*23^1",2
1067430,"2*3*5*7*13*17*23",7,272,"2^4*17^1",2,7203,"3^1*7^4",2,7475,"5^2*13^1*23^1",3
1067430,"2*3*5*7*13*17*23",7,289,"17^2",1,621,"3^3*23^1",2,910,"2^1*5^1*7^1*13^1",4
1067430,"2*3*5*7*13*17*23",7,289,"17^2",1,2415,"3^1*5^1*7^1*23^1",4,2704,"2^4*13^2",2
1067430,"2*3*5*7*13*17*23",7,322,"2^1*7^1*23^1",3,7803,"3^3*17^2",2,8125,"5^4*13^1",2
1067430,"2*3*5*7*13*17*23",7,338,"2^1*13^2",2,2875,"5^3*23^1",2,3213,"3^3*7^1*17^1",3
1067430,"2*3*5*7*13*17*23",7,343,"7^3",1,27945,"3^5*5^1*23^1",3,28288,"2^7*13^1*17^1",3
